Id,LotArea,OverallQual,T_Bath,T_Br,Fireplaces,GarageCars,T_Sf,SalePrice
1811,7627,4,2,4,0,0,1999.24,0
1812,10134,5,1,3,0,0,1937.2,0
1813,6000,5,2,3,0,1,1683.2,0
1814,7404,4,1,2,0,2,1214.72,0
1815,5925,2,1,1,0,1,634,0
1816,8520,5,1,2,0,1,1038,0
1817,9600,4,2,3,0,2,1840.36,0
1818,8400,6,2,3,0,1,2451.76,0
1819,3600,6,2,3,1,1,1545.12,0
1820,3300,4,1,2,1,0,1017.12,0
1821,5400,6,1,3,0,1,1907.04,0
1822,9720,6,1,4,0,3,1937.92,0
1823,9392,3,1,2,0,0,977.12,0
1824,6615,6,1,3,1,1,1937.2,0
1825,4960,5,2,3,1,1,1941.32,0
1826,6000,5,1,3,0,1,1434.08,0
1827,6120,5,1,2,0,1,1320.68,0
1828,6120,5,2,3,1,1,2215.26,0
1829,8635,5,2,2,0,5,1510.12,0
1830,8094,6,2,3,0,2,2193.44,0
1831,9928,7,2,3,0,1,2169.92,0
1832,3000,5,2,4,0,0,2464,0
1833,6876,6,3,4,0,1,2496.52,0
1834,5775,6,1,3,0,1,1680,0
1835,5852,7,3,6,0,0,2447.22,0
1836,5160,6,1,3,0,1,2133.36,0
1837,5160,4,2,1,0,0,1596.72,0
1838,10320,6,3,3,0,1,2034.8,0
1839,4280,4,2,2,0,1,881.92,0
1840,10800,5,6,3,0,0,2020.8,0
1841,10547,5,4,2,0,1,1866.24,0
1842,9780,5,3,4,0,1,1275.8,0
1843,11625,5,2,3,1,1,1697.74,0
1844,8014,6,2,3,1,2,1316.72,0
1845,15400,5,2,4,1,1,2146.16,0
1846,15312,6,2,3,1,2,1740.56,0
1847,15584,5,3,4,1,1,2408.24,0
1848,9000,2,1,2,0,0,748,0
1849,15635,4,1,2,0,2,1528.2,0
1850,9571,5,2,2,0,1,1460.82,0
1851,9350,6,2,3,1,1,2004.44,0
1852,7440,5,2,3,1,1,1662.66,0
1853,4235,5,3,2,0,1,1748.02,0
1854,10778,7,3,1,0,2,1711.52,0
1855,19255,6,2,2,1,2,1660.4,0
1856,10560,7,4,3,1,2,2805,0
1857,26400,5,1,4,1,2,2016,0
1858,7018,5,2,6,0,2,2274.72,0
1859,7018,5,2,4,0,2,1535,0
1860,7040,5,4,2,2,2,1984.08,0
1861,7007,5,2,4,0,2,1513,0
1862,11855,7,8,6,2,4,3592.52,0
1863,7939,7,8,6,2,4,3592.52,0
1864,7976,7,8,6,2,4,3592.52,0
1865,10933,9,3,1,1,3,2600.14,0
1866,10816,9,3,3,1,3,2793.28,0
1867,9178,8,2,3,1,3,2115.52,0
1868,11422,8,3,3,2,2,3090.86,0
1869,6762,7,3,2,1,2,2063.16,0
1870,10324,8,3,2,0,3,2082.72,0
1871,11645,8,2,3,1,3,2096.16,0
1872,11646,6,3,3,1,2,1664.56,0
1873,16698,7,4,3,1,2,2687.12,0
1874,9757,5,2,3,0,1,1621.34,0
1875,14753,7,3,3,0,2,2260.44,0
1876,8750,6,4,3,1,2,2410.68,0
1877,10739,7,3,3,0,2,2396.9,0
1878,11166,7,2,3,1,2,2109.92,0
1879,16269,5,1,3,0,1,1419.54,0
1880,6950,5,2,2,0,2,1435.8,0
1881,11664,7,3,3,0,3,2711.96,0
1882,12334,8,3,4,1,2,2711.52,0
1883,8749,7,3,3,0,2,1998.6,0
1884,11250,7,3,3,0,2,2332.56,0
1885,15750,8,3,2,1,2,2459.6,0
1886,12782,8,3,3,1,2,3039.92,0
1887,8750,7,3,3,1,2,2300.1,0
1888,10200,8,3,3,1,3,2701.76,0
1889,11069,6,3,3,1,2,1659.04,0
1890,10682,4,2,3,0,1,1760.58,0
1891,3675,6,2,2,0,2,1433.54,0
1892,6410,4,1,3,0,1,1316.78,0
1893,11767,5,2,3,0,1,2254.84,0
1894,10926,5,2,6,0,0,2147.84,0
1895,11767,5,1,2,1,1,2067.64,0
1896,8212,5,1,3,2,1,1766.2,0
1897,6300,5,2,3,2,1,1832.24,0
1898,5707,6,2,3,1,1,1692.6,0
1899,8574,6,1,3,1,2,1618.88,0
1900,7155,7,1,3,1,1,1603.4,0
1901,13680,5,3,2,2,2,2198.52,0
1902,14680,5,1,2,0,1,2277.18,0
1903,8145,7,3,5,2,2,2871.4,0
1904,9100,5,2,2,1,1,1711.68,0
1905,13339,6,3,3,1,2,2508.08,0
1906,15600,5,3,3,1,1,2171.5,0
1907,17500,6,3,3,2,2,2848.06,0
1908,1733,6,1,2,1,2,1355.04,0
1909,1488,6,3,2,1,2,1658.86,0
1910,1612,6,2,2,1,2,1484.64,0
1911,13607,6,4,3,1,2,2642.12,0
1912,17597,7,3,3,2,2,3528.52,0
1913,8660,5,2,5,0,2,2876.32,0
1914,10200,4,1,2,0,1,795.52,0
1915,3843,8,4,2,1,2,2868.26,0
1916,21780,2,1,1,0,1,905.36,0
1917,10125,8,3,3,1,3,2805.46,0
1918,9750,6,2,2,1,1,1643.5,0
1919,9360,6,3,2,2,2,2176.82,0
1920,11070,5,3,2,0,2,2056.66,0
1921,13438,9,3,3,1,3,3427.72,0
1922,14463,9,3,3,0,3,2555.58,0
1923,9839,6,3,3,1,2,2807.84,0
1924,14419,7,5,3,1,2,2792.88,0
1925,9157,7,3,3,0,2,2439.92,0
1926,12633,9,3,2,1,3,3328.16,0
1927,12518,5,1,3,0,1,1563.28,0
1928,13383,5,2,3,1,2,1951.4,0
1929,7689,5,2,2,0,1,1377.84,0
1930,7706,6,2,2,0,1,1508.28,0
1931,7669,5,2,2,1,2,1485.96,0
1932,10429,5,2,3,0,2,1669.92,0
1933,10457,5,2,4,1,2,2580.32,0
1934,8702,6,3,3,1,2,2132.12,0
1935,8139,6,3,3,1,2,1984.32,0
1936,9535,6,3,3,0,2,2282.22,0
1937,15038,6,3,3,1,2,2114.12,0
1938,14137,5,3,3,0,2,1945.64,0
1939,6264,8,3,1,1,2,2370.96,0
1940,5070,8,2,2,0,2,1790.4,0
1941,11184,6,3,3,1,2,1925.16,0
1942,14067,6,4,3,0,2,2146.44,0
1943,5950,8,3,2,1,2,2013.74,0
1944,13543,8,4,5,1,3,2980.96,0
1945,15401,9,3,2,1,3,3063.86,0
1946,31220,6,1,3,2,2,2057.68,0
1947,8118,9,3,2,1,2,2678.6,0
1948,47280,6,3,3,1,2,2063.04,0
1949,12680,7,3,2,1,2,2614.22,0
1950,10825,7,3,3,0,2,1964.06,0
1951,18559,7,3,3,2,2,3238.72,0
1952,14450,7,3,3,1,2,3026.26,0
1953,13068,6,3,3,1,2,2011.68,0
1954,10400,7,3,3,1,2,2326.96,0
1955,9743,5,2,3,0,2,1604.8,0
1956,12511,7,4,4,2,4,3711.12,0
1957,10400,6,2,2,1,2,1867.52,0
1958,14311,8,4,4,1,3,3492.62,0
1959,9000,5,4,4,0,2,2078.88,0
1960,10295,4,1,2,0,1,1294,0
1961,7560,5,2,3,0,2,1354.8,0
1962,1680,6,3,2,0,1,1311.24,0
1963,1890,6,2,2,0,1,1549.5,0
1964,1680,5,3,3,0,1,1597.4,0
1965,2308,6,3,4,0,2,1892.6,0
1966,2529,7,2,2,0,2,1509.32,0
1967,12704,8,3,3,0,3,2578.8,0
1968,13693,8,4,4,1,3,4188.38,0
1969,14418,9,3,2,1,3,3228.94,0
1970,13418,9,4,4,1,3,4030.08,0
1971,12539,10,4,4,1,4,3905.88,0
1972,12151,9,4,3,1,3,3324.86,0
1973,8899,8,3,4,1,3,2450.24,0
1974,10574,8,4,4,1,3,3201.44,0
1975,12720,10,4,1,2,3,4227.34,0
1976,10845,8,3,2,1,3,2575.14,0
1977,16900,8,4,4,1,3,3476.62,0
1978,16451,8,3,4,1,3,3402.12,0
1979,10110,9,3,2,1,3,2551.12,0
1980,12304,7,2,2,1,2,1782.96,0
1981,8232,9,3,2,1,3,2847.76,0
1982,6240,8,3,2,1,2,2033.4,0
1983,6240,8,2,2,1,2,1753.92,0
1984,2448,7,3,2,0,2,1861.52,0
1985,3940,7,3,2,1,3,2418.26,0
1986,3940,7,3,2,1,3,2443.14,0
1987,3710,7,2,2,1,2,1650.08,0
1988,9024,6,3,3,1,2,1795.92,0
1989,8010,7,3,3,1,2,2081.92,0
1990,8396,7,3,4,1,2,2338.36,0
1991,7301,7,3,2,1,2,2177.52,0
1992,8220,7,3,3,1,2,2421.04,0
1993,7750,7,3,3,1,2,1703.96,0
1994,12460,7,3,4,1,2,3035.52,0
1995,8390,7,3,3,1,2,1966.08,0
1996,9660,8,3,3,1,2,2632.24,0
1997,11000,9,3,4,1,3,2823.4,0
1998,11675,8,3,2,1,3,3243.92,0
1999,10990,7,4,4,2,2,2819.78,0
2000,11929,8,3,4,1,3,3041.24,0
2001,10010,7,4,4,1,3,3192.2,0
2002,13253,7,3,3,1,3,2413.28,0
2003,9801,8,3,3,1,3,2376.64,0
2004,9428,8,4,3,1,3,2583.18,0
2005,10037,8,2,3,1,2,2111.24,0
2006,8640,8,2,3,0,2,1975.08,0
2007,10625,8,2,3,1,3,2305.92,0
2008,7500,7,3,2,0,2,2107.64,0
2009,10110,6,4,3,0,2,2290.02,0
2010,12774,7,3,3,0,2,2058.72,0
2011,13072,6,2,3,0,0,1603.2,0
2012,9260,7,2,3,0,2,1512.96,0
2013,8453,6,3,3,0,2,1999.2,0
2014,8480,6,4,3,0,2,2301.72,0
2015,14565,7,3,3,0,2,2223.9,0
2016,8450,6,4,3,0,2,2123.44,0
2017,8285,7,4,3,0,2,2296.94,0
2018,9100,5,2,3,1,1,1686.8,0
2019,8100,5,2,3,1,1,1450.16,0
2020,8450,5,2,3,0,1,1441.8,0
2021,6360,5,1,3,0,1,1272.18,0
2022,19508,6,3,3,2,2,2408.88,0
2023,10759,5,2,4,1,2,2342.58,0
2024,9205,6,4,4,2,2,3652.84,0
2025,11025,9,4,4,1,2,3707.6,0
2026,3435,7,2,1,0,2,1678.96,0
2027,3180,6,4,2,0,2,1633.4,0
2028,3180,7,2,2,0,2,1666.52,0
2029,2280,6,4,3,0,2,1969.92,0
2030,4765,9,3,2,1,2,2640.7,0
2031,4538,9,3,1,1,2,2231.44,0
2032,4385,9,3,2,1,2,2289.68,0
2033,4109,9,3,2,1,2,2550.66,0
2034,2160,7,4,3,0,2,1808.96,0
2035,10646,7,4,3,1,2,2260.78,0
2036,2645,8,4,3,0,2,2171.04,0
2037,2645,8,4,3,0,2,2260.38,0
2038,3951,10,4,2,1,2,3122.8,0
2039,11064,8,3,1,1,2,2130.88,0
2040,24572,9,4,3,1,3,3521.4,0
2041,16280,8,4,3,1,2,2806.32,0
2042,7500,7,3,3,1,2,2260.32,0
2043,11104,6,3,4,0,2,2237.68,0
2044,11050,6,2,4,1,2,2460.74,0
2045,15387,7,2,4,1,2,2597.14,0
2046,9750,5,2,4,0,2,2080,0
2047,8814,5,2,4,0,2,1949.84,0
2048,8125,5,2,3,0,2,1572.92,0
2049,11072,5,2,6,0,2,2211.84,0
2050,13355,7,2,4,0,2,2099.22,0
2051,7785,5,1,2,0,1,1169.2,0
2052,9900,5,2,3,0,2,1524.32,0
2053,11332,5,2,3,0,1,1796.16,0
2054,4882,4,1,2,0,1,1044.24,0
2055,9600,5,2,3,0,2,2100.2,0
2056,9600,5,2,3,1,1,1766.36,0
2057,7584,5,1,3,0,1,1602.62,0
2058,14670,6,3,4,1,2,2676.62,0
2059,8856,5,2,3,2,1,1861.5,0
2060,9840,5,3,2,0,1,2397.06,0
2061,13200,6,2,3,1,2,2599.92,0
2062,10425,5,2,3,0,1,1676.28,0
2063,11556,5,2,2,0,1,1133.92,0
2064,9373,5,2,3,0,2,1711.2,0
2065,12774,5,1,2,0,2,1506.8,0
2066,14250,6,2,3,2,2,2101.44,0
2067,8838,5,3,4,1,1,1821.6,0
2068,12436,5,2,5,0,2,2334.72,0
2069,10122,4,1,1,0,1,927.08,0
2070,7506,5,1,3,0,1,1506.4,0
2071,5400,4,1,2,0,1,1002.88,0
2072,10836,5,2,3,1,4,1773.76,0
2073,10180,5,3,3,1,2,1718.72,0
2074,11355,7,2,3,1,2,2265.86,0
2075,12929,6,2,3,0,1,1709.3,0
2076,7200,5,1,2,1,2,1268.16,0
2077,8000,5,3,3,0,1,2127.44,0
2078,8000,5,2,3,0,1,1599.82,0
2079,8064,6,2,3,0,2,1711.26,0
2080,6390,6,2,2,0,1,1246.08,0
2081,7200,6,1,4,0,1,1745.94,0
2082,8513,5,2,6,0,0,2304,0
2083,7200,5,2,3,0,2,1928.84,0
2084,7200,5,2,2,0,1,1056,0
2085,7590,5,1,3,0,1,1429.76,0
2086,9836,6,2,3,0,1,1359.4,0
2087,9184,5,1,3,0,2,1541.4,0
2088,4800,5,1,2,0,1,1713.28,0
2089,4800,5,1,2,0,1,860.16,0
2090,6000,6,2,4,0,1,1878.08,0
2091,11426,4,2,3,0,0,2059.36,0
2092,7628,4,2,2,0,2,1999.96,0
2093,7308,5,1,2,1,1,2332.16,0
2094,5400,7,2,2,1,0,1310.08,0
2095,10800,6,2,3,2,2,1995,0
2096,6756,5,1,2,0,1,1118.16,0
2097,5914,5,1,3,0,0,1429.92,0
2098,9000,5,1,3,1,3,1919.42,0
2099,7311,2,1,1,0,1,675.2,0
2100,12205,3,2,5,0,0,1713.44,0
2101,9142,5,2,4,0,2,2025.84,0
2102,5350,7,1,3,0,1,1817.76,0
2103,9143,5,1,2,0,1,1236.2,0
2104,9600,5,2,4,0,2,2894.72,0
2105,6000,5,2,3,0,0,1915.36,0
2106,11340,2,1,2,0,2,1434.36,0
2107,10800,7,2,5,1,2,3101.84,0
2108,9750,5,2,2,0,1,1327.52,0
2109,8516,4,1,2,0,1,1336.32,0
2110,7111,5,1,2,1,1,1825.7,0
2111,7425,7,2,3,0,1,1990.56,0
2112,7010,5,2,3,1,1,2108.22,0
2113,5000,5,1,3,0,1,1602.16,0
2114,5870,6,2,3,0,1,1559.04,0
2115,6000,6,2,3,1,1,2132.62,0
2116,6000,5,1,2,1,2,1256.96,0
2117,6000,6,2,3,0,1,2025.5,0
2118,6000,6,2,2,1,1,1638.68,0
2119,5000,6,1,3,0,1,1379.64,0
2120,5520,5,2,3,1,1,1555.72,0
2122,6240,4,2,2,0,1,1722.72,0
2123,6120,5,1,1,0,1,846.4,0
2124,6240,7,2,4,1,2,2485.52,0
2125,6120,5,2,4,0,2,2438.62,0
2126,9144,6,2,4,0,2,2098.8,0
2127,8094,6,2,5,0,1,2597.76,0
2128,4347,6,1,3,0,1,1977.48,0
2129,6291,6,1,1,0,2,1056.96,0
2130,10266,6,2,4,0,1,2120.72,0
2131,6876,6,2,4,1,2,2352.36,0
2132,10320,5,2,2,0,2,1657.36,0
2133,7200,6,1,2,0,2,1436.8,0
2134,7006,6,3,3,1,1,1492.18,0
2135,10320,5,1,1,0,2,910.88,0
2136,10320,3,2,3,0,0,1700.48,0
2137,9488,5,1,3,0,1,1502.24,0
2138,11235,5,2,3,0,2,1695.6,0
2139,13014,6,2,3,1,2,1665.28,0
2140,10265,5,2,3,0,1,1658.04,0
2141,7703,6,2,3,1,2,1512.04,0
2142,9981,5,1,3,0,1,1520.58,0
2143,7400,5,2,2,0,2,1897.12,0
2144,12900,5,2,3,0,2,2113.2,0
2145,9239,5,2,3,0,1,1551.88,0
2146,14175,6,2,1,1,2,2068.24,0
2147,10532,5,3,3,2,2,2432.76,0
2148,8375,5,3,2,0,3,1625.52,0
2149,10200,5,1,3,0,3,1476.8,0
2150,20270,7,3,3,2,2,2243.98,0
2151,5190,7,1,2,1,1,1325,0
2152,19550,5,2,2,2,0,2343.5,0
2153,9571,5,2,3,1,1,2674.04,0
2154,9350,5,2,2,0,0,1399.68,0
2155,9360,6,2,3,0,1,1741.84,0
2156,9771,6,4,4,1,2,3566.34,0
2157,9938,7,4,3,1,2,2810.06,0
2158,14171,7,3,4,1,2,2733.98,0
2159,10541,7,3,3,1,2,2315.56,0
2160,10616,7,3,3,1,2,1615.04,0
2161,9345,8,2,3,1,3,2198.72,0
2162,11778,9,3,3,2,3,3835.38,0
2163,11778,9,4,3,2,3,2815.34,0
2164,11454,8,3,3,1,3,2306.2,0
2165,11500,6,3,2,1,2,2525.82,0
2166,9750,5,2,3,0,2,1620.2,0
2167,8696,7,3,3,1,2,2480.88,0
2168,13142,6,4,3,0,2,2323.64,0
2169,8998,7,3,3,0,2,2106.14,0
2170,12192,7,4,3,0,2,2459.94,0
2171,12250,5,2,3,0,2,2062.9,0
2172,9216,5,2,3,1,2,1477.24,0
2173,14330,5,3,2,0,2,2468.6,0
2174,10400,7,3,3,1,2,2580.16,0
2175,9720,9,4,3,1,3,2933.24,0
2176,14860,8,3,3,1,3,2951.24,0
2177,10905,7,3,4,1,2,2688.72,0
2178,11690,8,3,3,1,2,2102,0
2179,4426,6,2,1,0,2,1400.12,0
2180,10126,6,4,2,0,3,3105.34,0
2181,9750,7,2,3,0,2,1885.76,0
2182,11058,7,2,3,0,3,2040.16,0
2183,9627,7,2,3,0,2,1787.44,0
2184,9825,5,1,3,0,1,1867.18,0
2185,12102,5,2,3,0,2,1459.08,0
2186,6500,6,3,3,1,2,1915.22,0
2187,9638,6,2,3,1,2,1757.92,0
2188,7200,6,2,3,1,2,1687.44,0
2189,47007,5,4,5,2,2,4117.6,0
2190,6012,4,2,2,0,0,1152,0
2191,6845,4,2,2,0,0,1152,0
2192,6931,4,2,2,0,0,1341.76,0
2193,12180,5,2,2,0,0,1243.68,0
2194,8050,5,2,4,0,0,1137,0
2195,9520,4,1,2,0,1,1531.62,0
2196,7692,4,1,3,0,1,1320.48,0
2197,5142,4,2,3,0,1,1794.92,0
2198,7290,7,2,2,1,1,1847.04,0
2199,7804,6,6,4,2,2,2780.4,0
2200,8969,6,2,2,1,1,1740.38,0
2201,15564,6,1,3,0,2,1724.64,0
2202,7609,8,3,3,1,1,1976.76,0
2203,9650,6,1,4,1,2,1996.12,0
2204,11700,5,2,4,1,1,2439.8,0
2205,9260,5,1,3,0,1,1722.48,0
2206,7801,6,2,2,1,1,1825.32,0
2207,9670,8,2,4,2,2,2296.8,0
2208,12392,7,4,3,2,2,2618.66,0
2209,26073,5,3,3,2,2,3046.8,0
2210,1879,6,1,2,1,2,1437.24,0
2211,7000,6,2,2,0,1,1386.66,0
2212,6000,6,1,3,0,1,1291.6,0
2213,8155,5,1,4,0,0,1502.88,0
2214,6000,5,2,3,1,1,2122.1,0
2215,7392,5,1,2,0,1,1129.6,0
2216,9000,5,2,4,0,1,2389.48,0
2217,14584,1,1,2,0,2,733,0
2218,5280,4,1,2,0,1,1507.84,0
2219,5150,4,1,2,0,1,1148.68,0
2220,9000,4,2,3,0,1,1194.56,0
2221,3843,8,4,2,1,2,2868.26,0
2222,3811,7,4,2,1,2,2810.8,0
2223,23730,7,4,3,0,3,2990.96,0
2224,11050,7,3,3,1,3,2303.92,0
2225,10260,5,4,4,0,2,1872,0
2226,9990,4,3,3,1,2,2999.54,0
2227,4084,7,3,2,1,2,2315.78,0
2228,11563,8,3,3,0,3,2335.08,0
2229,12852,8,4,3,1,2,2453,0
2230,9802,5,3,3,0,2,1604.56,0
2231,12018,7,3,3,0,3,1886.08,0
2232,12890,6,2,3,1,2,2243.84,0
2233,18265,6,2,3,1,2,2121.36,0
2234,11202,8,3,3,1,2,2385.22,0
2235,7915,6,3,3,0,2,2704.5,0
2236,11449,8,3,3,1,2,2820.06,0
2237,11447,8,4,3,1,3,3260.06,0
2238,8940,7,4,2,0,4,2165.38,0
2239,9278,5,1,2,0,0,1439.36,0
2240,4500,6,3,2,0,2,1913.28,0
2241,14137,4,2,3,0,3,2111.88,0
2242,4224,5,1,3,0,2,1672.66,0
2243,2665,5,2,4,1,1,1816.8,0
2244,1974,4,2,2,0,1,1463.22,0
2245,1596,4,2,1,1,1,1445.14,0
2246,17979,5,2,3,0,1,1790.38,0
2247,1477,6,3,3,0,0,1486.28,0
2248,6490,5,2,2,0,1,1427.64,0
2249,6600,5,1,3,0,1,1298.52,0
2250,12395,5,1,3,0,2,1350.9,0
2251,56600,5,2,4,0,1,2028.08,0
2252,10667,6,2,3,1,2,2351.48,0
2253,8872,6,3,3,1,2,1491.52,0
2254,10147,6,3,3,1,2,2082.04,0
2255,8637,6,4,3,1,2,2470.82,0
2256,7875,7,3,3,0,2,1922.44,0
2257,7500,6,4,5,1,2,2705.96,0
2258,9556,7,2,3,0,2,1530.84,0
2259,7655,6,3,3,1,2,2147.64,0
2260,18160,6,2,3,1,2,1982.44,0
2261,4740,8,3,2,0,2,1757.2,0
2262,5118,8,2,1,1,2,2177.6,0
2263,12328,8,5,4,1,3,3300.36,0
2264,51974,9,4,4,2,3,3758.34,0
2265,41600,5,3,3,0,3,2180.14,0
2266,8035,9,3,2,1,2,2465.54,0
2267,14082,8,3,1,1,2,3698.92,0
2268,13870,10,3,3,1,3,3221.04,0
2269,10960,6,3,3,0,2,1899.52,0
2270,12090,7,3,3,1,2,1955.62,0
2271,12299,7,3,3,1,2,2543.64,0
2272,11339,7,4,4,1,2,2586.6,0
2273,11850,6,2,3,0,2,1978.34,0
2274,10400,6,3,2,1,2,2278.94,0
2275,13001,6,3,2,1,2,2102.54,0
2276,8991,7,3,3,1,2,2374.64,0
2277,8000,6,4,4,1,2,2625.88,0
2278,9457,5,2,3,0,2,2034.72,0
2279,7920,5,1,3,0,1,1484.72,0
2280,17199,4,1,2,0,1,1366.28,0
2281,4113,6,2,2,1,2,1852.8,0
2282,10943,6,3,2,1,2,2101,0
2283,2205,6,2,3,0,1,1437.24,0
2284,2058,6,2,4,0,1,1428.56,0
2285,2304,7,2,2,0,1,1663.72,0
2286,7150,5,2,3,0,1,1511.14,0
2287,12469,9,3,3,1,3,2856.38,0
2288,11825,8,2,3,1,3,2257.92,0
2289,14333,8,4,2,1,3,3425.16,0
2290,13641,9,4,3,1,3,3858.8,0
2291,13440,8,3,4,1,3,2968.24,0
2292,15431,10,4,2,2,3,3367.84,0
2293,13891,9,3,3,2,3,3988.24,0
2294,13654,9,3,4,1,3,3459.6,0
2295,17169,10,5,2,1,3,3659.04,0
2296,16659,8,3,3,1,2,2889.36,0
2297,9709,8,4,3,2,3,2814.84,0
2298,13615,9,3,3,1,3,2491.68,0
2299,13069,8,3,5,1,3,3597.84,0
2300,14277,8,4,3,1,3,3377.96,0
2301,12568,8,4,3,1,3,2504.7,0
2302,9926,7,3,3,0,3,2560.84,0
2303,9254,8,3,3,0,2,2372.46,0
2304,10732,8,3,3,0,3,2223.44,0
2305,3901,6,3,1,1,2,2071.4,0
2306,3903,6,3,1,1,2,2127.16,0
2307,6289,6,3,2,1,2,2147.72,0
2308,4590,8,2,2,1,2,2155.52,0
2309,7841,9,3,2,1,2,2468,0
2310,6240,8,2,2,1,2,1733.28,0
2311,3242,7,3,2,1,2,2254.24,0
2312,15810,6,3,3,0,2,1775.04,0
2313,10237,6,3,3,1,2,1845.44,0
2314,13204,7,2,3,0,2,1718.64,0
2315,8857,6,3,3,1,2,1789.64,0
2316,9729,6,4,3,1,3,1968.64,0
2317,12216,6,3,3,0,2,2104.6,0
2318,8229,6,3,3,0,2,1804.16,0
2319,7713,7,3,3,0,2,1743.04,0
2320,7697,7,2,3,0,2,1606.88,0
2321,3621,8,3,2,1,3,2458.76,0
2322,3710,7,2,2,1,2,1697.28,0
2323,16219,7,3,2,0,2,1700.86,0
2324,11084,7,4,3,1,2,1610.8,0
2325,10936,7,3,3,1,2,2026.2,0
2326,11950,7,3,3,1,2,1565.52,0
2327,7875,7,3,4,1,2,2223.56,0
2328,8740,7,3,4,1,2,2636.64,0
2329,9487,6,4,3,1,2,2163,0
2330,9649,6,3,3,1,2,2235.48,0
2331,12191,8,4,4,2,3,3548.1,0
2332,10557,9,4,4,1,3,3839.44,0
2333,11002,8,4,4,1,3,3558.28,0
2334,10790,7,3,4,1,3,2790.68,0
2335,11762,8,4,4,1,2,2763.7,0
2336,9044,8,3,4,1,3,3525.82,0
2337,9910,7,2,3,0,2,1914.72,0
2338,11830,8,3,3,1,3,2584.08,0
2339,10612,8,2,3,1,2,2114.56,0
2340,12291,10,3,1,1,3,3141.2,0
2341,9965,7,5,3,1,2,2138.24,0
2342,8847,8,3,3,0,2,2355.54,0
2343,8251,7,3,3,1,2,2339.72,0
2344,9605,7,3,3,0,3,2447.96,0
2345,8778,8,3,3,0,3,2226.56,0
2346,8640,8,2,3,0,2,1833.6,0
2347,9000,7,2,3,0,2,1876.8,0
2348,8640,8,3,3,0,2,2356.44,0
2349,10411,5,3,3,0,2,1791,0
2350,12217,8,4,3,1,3,2609.82,0
2351,10440,8,2,2,1,2,2229.52,0
2352,11824,8,2,2,1,3,2278.88,0
2353,10625,6,3,4,1,3,2992.36,0
2354,7500,6,2,3,0,0,1516.8,0
2355,7500,7,2,3,0,0,1507.04,0
2356,12450,5,2,3,0,2,1648.18,0
2357,7441,7,2,3,0,2,1920.68,0
2358,11613,6,3,3,0,2,2385.28,0
2359,8012,6,2,2,2,1,1660,0
2360,6285,5,2,2,0,1,1433.46,0
2361,7476,5,3,3,0,2,1727.6,0
2362,19522,7,4,3,1,2,3281.02,0
2363,10751,5,2,2,0,2,1719.58,0
2364,12712,6,2,2,1,2,1967.64,0
2365,4379,8,3,2,1,2,2200.38,0
2366,3523,8,3,2,0,2,1538.88,0
2367,3784,8,3,2,0,2,2104.48,0
2368,3606,7,3,2,1,2,2241.94,0
2369,5330,8,3,2,0,2,2065.6,0
2370,2280,6,4,3,1,2,1901.42,0
2371,2117,6,3,3,0,2,1952.06,0
2372,7321,7,2,3,0,2,1984.76,0
2373,8010,8,4,3,2,2,2817.28,0
2374,8413,8,4,3,2,2,3222.1,0
2375,9466,8,3,1,1,2,2574.48,0
2376,12000,7,4,3,1,2,3639.44,0
2377,17778,8,3,2,2,2,4193.06,0
2378,11700,6,3,3,0,2,1508.16,0
2379,8000,6,4,4,1,2,3157.94,0
2380,8723,6,2,3,0,2,1787.66,0
2381,11700,6,3,3,0,2,2242.2,0
2382,11358,7,2,3,1,2,2325.24,0
2383,9547,7,2,2,1,2,2225.92,0
2384,10530,7,4,3,1,2,2894.1,0
2385,10738,6,3,3,1,2,1811.68,0
2386,10800,6,2,3,0,1,1752.5,0
2387,8050,5,2,3,0,1,1654.32,0
2388,10899,4,2,2,0,3,1224,0
2389,7450,5,1,2,1,2,1600.88,0
2390,14357,5,2,2,1,2,1673.36,0
2391,8243,5,1,3,1,2,1580.72,0
2392,8680,5,1,3,0,1,1144.32,0
2393,8800,7,3,3,1,2,1751.08,0
2394,9200,6,2,3,0,2,1624.6,0
2395,8800,6,3,5,1,2,2627.96,0
2396,11382,6,2,3,1,1,1989.7,0
2397,22002,6,3,3,1,2,2689.6,0
2398,12172,5,1,2,0,2,1586.58,0
2399,5000,3,2,2,0,0,995.74,0
2400,3500,3,2,2,0,0,839.36,0
2401,5175,5,1,2,0,1,1314.12,0
2402,9600,5,2,2,0,1,1681.96,0
2403,8668,5,2,4,0,3,1996.8,0
2404,10050,5,3,3,1,2,1828.32,0
2405,9600,6,2,3,1,2,1899.84,0
2406,8760,6,2,2,0,1,1674.48,0
2407,6860,5,2,3,0,1,1598.96,0
2408,8250,5,2,3,0,2,1664.76,0
2409,9100,5,1,3,1,1,1464.32,0
2410,9736,6,1,4,3,2,2367.72,0
2411,9770,5,2,2,0,1,1381.44,0
2412,12198,5,1,3,1,1,2256.84,0
2413,10050,5,2,3,0,1,1654.4,0
2414,11556,5,2,3,0,1,1574.96,0
2415,8078,5,2,4,0,2,1996.8,0
2416,10950,6,1,2,0,2,1401.78,0
2417,7942,6,2,3,0,1,1684.8,0
2418,8540,5,2,3,0,1,1554.98,0
2419,7150,4,2,4,0,1,1924.2,0
2420,8400,5,2,3,2,1,1504.9,0
