Id,LotArea,OverallQual,T_Bath,T_Br,Fireplaces,GarageCars,Ppf_Adj,T_Sf,SalePrice
1436,8400,1.1,3,3,1,2,129.25,1935.12,174000
1437,9000,0.9,1,3,0,2,105.75,1315.36,120500
1438,12444,1.15,3,2,1,3,135.125,3229.28,394617
1439,7407,1.1,2,2,0,2,129.25,1960.8,149700
1440,11584,1.15,3,3,1,2,135.125,2280.9,197000
1441,11526,1.1,2,3,1,2,129.25,2995.48,191000
1442,4426,1.1,2,1,1,2,129.25,1417.78,149300
1443,11003,10,4,3,1,3,1175,2700.98,310000
1444,8854,1.1,1,2,1,1,129.25,1320.96,121000
1445,8500,1.15,2,3,0,2,135.125,1991.04,179600
1446,8400,1.1,2,3,0,1,129.25,1639.44,129000
1447,26142,0.95,1,3,0,1,111.625,1920.5,157900
1448,10000,1.15,4,3,1,2,135.125,2850.46,240000
1449,11767,0.9,2,2,0,1,105.75,1629.52,112000
1450,1533,0.95,2,1,0,0,111.625,994.42,92000
1451,9000,0.95,4,4,0,0,111.625,2099.36,136000
1452,9262,1.15,2,3,1,3,135.125,2047.24,287090
1453,3675,0.95,2,2,0,2,111.625,1433.54,145000
1454,17217,0.95,1,3,0,0,111.625,1527.04,84500
1455,7500,1.15,3,2,0,2,135.125,1792.68,185000
1456,7917,1.1,3,3,1,2,129.25,1945.84,175000
1457,13175,1.1,3,3,2,2,129.25,3052.14,210000
1458,9042,1.15,2,4,2,1,135.125,2804.06,266500
1459,9717,0.95,2,2,0,1,111.625,2079.16,142125
1460,9937,0.95,3,3,0,1,111.625,2513.92,147500
1461,11622,0.95,1,2,0,1,111.625,1512.64,0
1462,14267,1.1,2,3,0,1,129.25,2295.26,0
1463,13830,0.95,3,3,1,2,111.625,2320.66,0
1464,9978,1.1,3,3,1,2,129.25,2327.16,0
1465,5005,1.15,2,2,0,2,135.125,1879.82,0
1466,10000,1.1,3,3,1,2,129.25,2036.32,0
1467,7980,1.1,3,3,0,2,129.25,2157.86,0
1468,8402,1.1,3,3,1,2,129.25,1745.92,0
1469,10176,1.15,3,2,1,2,135.125,2044.46,0
1470,8400,0.9,2,2,0,2,105.75,1582.44,0
1471,5858,1.15,3,2,1,2,135.125,2272.06,0
1472,1680,1.1,2,2,0,1,129.25,1351.28,0
1473,1680,0.95,2,3,0,1,111.625,1341,0
1474,2280,1.1,3,3,1,2,129.25,1980.88,0
1475,2280,1.15,1,2,0,1,135.125,1094.08,0
1476,12858,1.2,3,3,1,3,141,2977.76,0
1477,12883,1.15,2,3,0,3,135.125,2004.32,0
1478,11520,1.2,2,3,1,3,141,2392.92,0
1479,14122,1.15,2,3,1,3,135.125,2436.88,0
1480,14300,1.2,4,3,2,3,141,4220.5,0
1481,13650,1.15,4,3,1,3,135.125,3170.72,0
1482,7132,1.15,2,2,1,2,135.125,1877.76,0
1483,18494,1.1,2,3,0,2,129.25,1736.16,0
1484,3203,1.15,2,2,0,2,135.125,1627.84,0
1485,13300,1.15,4,3,1,2,135.125,1656.36,0
1486,8577,1.15,3,3,1,2,135.125,2100.72,0
1487,17433,1.15,3,4,1,3,135.125,3237.04,0
1488,8987,1.15,2,2,1,3,135.125,2133.76,0
1489,9215,1.15,2,2,0,2,135.125,1667.84,0
1490,10440,1.1,3,2,1,2,129.25,2571,0
1491,11920,1.15,3,3,0,2,135.125,2038.24,0
1492,9800,0.95,1,2,0,1,111.625,1388.32,0
1493,15410,1.1,3,3,2,2,129.25,2520.26,0
1494,13143,1.15,4,4,1,3,135.125,3236.7,0
1495,11134,1.15,4,4,1,3,135.125,3148.78,0
1496,4835,1.15,3,2,1,2,135.125,2493.48,0
1497,3515,1.15,3,2,0,2,135.125,2004,0
1498,3215,1.15,3,2,0,2,135.125,1600.8,0
1499,2544,1.15,4,2,0,2,135.125,1645,0
1500,2544,1.1,4,2,0,2,129.25,1664.64,0
1501,2980,1.1,4,2,0,2,129.25,1907.72,0
1502,2403,1.15,3,2,0,2,135.125,1351.36,0
1503,12853,1.15,3,1,1,3,135.125,2668.32,0
1504,7379,1.15,4,3,1,2,135.125,2611.96,0
1505,8000,1.15,3,3,1,2,135.125,2479.86,0
1506,10456,1.1,3,4,0,2,129.25,2573.96,0
1507,10791,1.1,4,4,1,2,129.25,3408.94,0
1508,18837,1.1,4,3,1,2,129.25,2538.14,0
1509,9600,1.1,3,4,0,2,129.25,2019.46,0
1510,9600,0.95,3,3,0,2,111.625,1993.48,0
1511,9900,0.95,2,3,0,2,111.625,2013.18,0
1512,9680,0.95,3,3,0,2,111.625,2430.6,0
1513,10600,1.1,2,3,0,2,129.25,2061.84,0
1514,13260,0.95,4,6,0,0,111.625,2721.84,0
1515,9724,0.95,2,3,2,2,111.625,3008,0
1516,17360,1.1,2,3,1,2,129.25,2008.96,0
1517,11380,1.1,2,2,1,1,129.25,1903.68,0
1518,8267,0.95,2,4,0,2,111.625,2080,0
1519,8197,1.15,3,3,0,2,135.125,2518,0
1520,8050,0.95,2,3,0,1,111.625,1809.16,0
1521,10725,0.95,1,3,0,1,111.625,1878.72,0
1522,10032,1.1,3,3,2,2,129.25,2296.28,0
1523,8382,0.9,1,3,0,1,105.75,1569.96,0
1524,10950,0.95,2,2,0,1,111.625,1421.18,0
1525,10895,0.95,1,3,0,1,111.625,1644.88,0
1526,13587,0.95,2,2,0,1,111.625,1445.52,0
1527,7898,0.9,2,2,0,2,105.75,1146.28,0
1528,8064,1.1,2,3,0,1,129.25,1940.14,0
1529,7635,0.95,2,3,0,2,111.625,1822.92,0
1530,9760,1.1,2,2,1,2,129.25,2782.72,0
1531,4800,0.9,2,3,2,1,105.75,2112.6,0
1532,4485,0.95,2,2,1,0,111.625,1546.38,0
1533,5805,0.95,3,3,0,2,111.625,2182.14,0
1534,6900,1.1,1,3,0,1,129.25,1482.56,0
1535,11851,0.95,1,3,1,1,111.625,2376.64,0
1536,8239,0.95,1,3,0,1,111.625,1881,0
1537,9656,0.8,1,2,1,2,94,1021.84,0
1538,9600,1.15,2,3,0,1,135.125,2259.84,0
1539,9000,1.15,3,3,0,2,135.125,2451.28,0
1540,9045,0.95,2,4,0,0,111.625,2521.44,0
1541,10560,1.1,2,2,0,2,129.25,1772.86,0
1542,5830,0.95,2,3,0,1,111.625,2156.56,0
1543,7793,1.15,2,3,1,1,135.125,2592.2,0
1544,5000,0.9,2,2,0,1,105.75,1165.6,0
1545,6000,1.1,2,2,0,1,129.25,1572.64,0
1546,6000,1.1,3,3,2,2,129.25,1445.92,0
1547,6360,0.95,2,3,2,1,111.625,1982.86,0
1548,6000,1.1,2,3,0,1,129.25,1920.08,0
1549,6240,0.95,1,2,0,2,111.625,1505.68,0
1550,6240,0.95,2,4,1,2,111.625,1956.16,0
1551,6120,1.1,2,2,1,1,129.25,1821.76,0
1552,8094,0.9,2,4,1,2,105.75,2633.36,0
1553,12900,1.1,2,3,0,0,129.25,2099.36,0
1554,3068,1.1,2,3,0,1,129.25,1607.92,0
1555,15263,0.95,2,3,2,1,111.625,2439.2,0
1556,10632,0.95,2,3,0,1,111.625,1635.16,0
1557,9900,0.95,2,3,0,0,111.625,2228.04,0
1558,6001,1.1,1,3,0,1,129.25,1251.72,0
1559,6449,0.9,2,4,0,0,105.75,2317.1,0
1560,6048,0.95,3,2,1,2,111.625,2320.96,0
1561,10773,0.9,4,4,0,0,105.75,2630.72,0
1562,7800,0.95,2,3,0,1,111.625,1376.68,0
1563,7832,0.95,2,2,0,1,111.625,1514.06,0
1564,7424,0.95,2,3,2,2,111.625,2190.78,0
1565,11227,0.95,2,4,2,2,111.625,2039.68,0
1566,20062,1.15,3,1,2,2,135.125,2569.32,0
1567,9259,0.9,1,2,0,2,105.75,992,0
1568,17082,1.1,4,4,1,2,129.25,2919.76,0
1569,18600,0.85,3,4,1,1,99.875,2265.44,0
1570,11479,1.1,2,3,1,1,129.25,1513.94,0
1571,9350,0.9,1,3,1,1,105.75,1807.96,0
1572,9525,0.95,2,3,0,1,111.625,1978.12,0
1573,17485,1.15,2,1,2,2,135.125,2387.88,0
1574,11200,0.95,2,3,0,2,111.625,1763.2,0
1575,11980,1.15,3,1,2,2,135.125,2703.46,0
1576,12361,1.1,4,3,1,4,129.25,2720.88,0
1577,7360,1.15,2,2,0,2,135.125,1615.52,0
1578,14235,1.1,2,3,0,2,129.25,1681.48,0
1579,11105,0.95,2,2,0,2,111.625,1549.84,0
1580,9337,1.15,3,3,1,2,135.125,2089.06,0
1581,15240,0.95,3,3,0,1,111.625,1884.76,0
1582,7480,0.95,2,3,0,2,111.625,1284.48,0
1583,10389,1.15,4,3,1,3,135.125,3244.04,0
1584,9375,1.15,3,4,1,2,135.125,2631.44,0
1585,4435,1.1,2,1,0,2,129.25,1403.52,0
1586,8777,0.85,1,2,0,1,99.875,640,0
1587,8842,0.95,1,3,0,1,111.625,1186.36,0
1588,10044,0.95,2,3,0,1,111.625,2207,0
1589,11792,0.9,1,2,0,2,105.75,1424.32,0
1590,6305,1.1,2,3,1,1,129.25,1557.76,0
1591,6410,0.9,1,3,0,0,105.75,1228.8,0
1592,4853,0.95,2,2,1,1,111.625,1682.86,0
1593,7890,1.1,2,2,1,2,129.25,1276.2,0
1594,7200,0.9,3,6,0,0,105.75,2650,0
1595,9839,0.95,2,3,1,0,111.625,2041.12,0
1596,10452,1.15,3,4,2,1,135.125,2867.04,0
1597,15600,0.95,3,5,0,2,111.625,2593.46,0
1598,19645,1.15,4,3,0,2,135.125,1887.06,0
1599,3907,1.15,2,1,1,2,135.125,1681.98,0
1600,3907,1.15,2,2,1,2,135.125,1686.8,0
1601,8154,0.8,1,1,0,1,94,837.6,0
1602,9140,1.1,1,2,0,1,129.25,1552.64,0
1603,8712,0.9,1,3,0,1,105.75,1396.88,0
1604,3811,1.15,4,2,1,2,135.125,2776.46,0
1605,11050,1.15,4,3,1,3,135.125,2474.82,0
1606,9620,1.1,3,3,1,2,129.25,2124.7,0
1607,12760,1.1,3,5,0,2,129.25,2596.24,0
1608,11896,1.15,3,3,1,3,135.125,1849,0
1609,9803,1.15,2,2,0,2,135.125,1573.92,0
1610,9802,0.95,3,3,0,2,111.625,1615.52,0
1611,15300,0.95,2,2,1,2,111.625,1577.32,0
1612,10114,0.95,2,3,0,2,111.625,1830.4,0
1613,11875,0.95,2,3,1,2,111.625,1930.24,0
1614,2394,0.95,3,2,1,1,111.625,1746.14,0
1615,1476,0.9,2,3,0,0,105.75,1453.52,0
1616,1900,0.9,2,3,0,0,105.75,1244.88,0
1617,1890,0.9,2,3,0,1,105.75,1401.16,0
1618,6953,0.95,1,3,0,1,111.625,1275.38,0
1619,12887,0.95,2,2,0,2,111.625,1613.06,0
1620,7700,0.95,6,4,0,2,111.625,2900.48,0
1621,10475,0.95,2,3,0,2,111.625,1618.52,0
1622,10544,0.95,2,5,0,1,111.625,2312.84,0
1623,9892,1.15,5,3,2,2,135.125,3154.74,0
1624,12961,1.1,4,3,1,2,129.25,2793.8,0
1625,13008,1.1,1,2,0,1,129.25,1320.72,0
1626,10200,1.1,3,4,1,2,129.25,2190.48,0
1627,10179,1.1,3,3,1,2,129.25,2345.86,0
1628,11792,1.15,3,4,1,3,135.125,2967.84,0
1629,8400,1.15,3,3,1,2,135.125,1920.4,0
1630,7296,1.15,3,1,1,2,135.125,3970.42,0
1631,7380,1.15,3,2,0,2,135.125,2132.9,0
1632,8013,1.15,3,2,0,2,135.125,2503.58,0
1633,8923,1.15,3,3,1,2,135.125,1717.62,0
1634,7500,1.1,4,3,1,2,129.25,2131.6,0
1635,8803,1.1,4,3,1,2,129.25,1954.76,0
1636,7250,1.1,2,3,1,2,129.25,1537.48,0
1637,11900,0.95,4,3,1,2,111.625,2644.96,0
1638,13250,1.15,3,4,1,2,135.125,2559.44,0
1639,10928,1.1,2,3,1,2,129.25,2399.26,0
1640,12388,1.15,3,4,1,2,135.125,3350.84,0
1641,11088,1.1,2,3,1,2,129.25,2309.08,0
1642,7000,1.15,4,3,1,2,135.125,2382.76,0
1643,7500,1.15,3,3,1,2,135.125,2277.44,0
1644,8470,1.15,3,3,1,2,135.125,2435.9,0
1645,9373,0.95,3,3,2,2,111.625,2879.22,0
1646,10140,1.1,3,3,1,2,129.25,1730.4,0
1647,11050,1.15,2,3,1,2,135.125,1764.12,0
1648,7830,0.95,2,2,0,2,111.625,1546.4,0
1649,8510,0.95,3,3,0,1,111.625,1512.04,0
1650,7038,0.9,2,3,0,2,105.75,1487.16,0
1651,9000,0.9,1,3,0,2,105.75,1315.52,0
1652,1680,1.1,3,2,0,1,129.25,1208.6,0
1653,1680,1.1,3,2,0,1,129.25,1259.6,0
1654,2308,1.1,3,3,1,2,129.25,1946.28,0
1655,2280,1.15,3,2,1,2,135.125,1731.94,0
1656,2349,1.1,3,3,1,2,129.25,1850.06,0
1657,2364,1.1,4,3,1,2,129.25,1951.04,0
1658,2364,1.1,3,3,1,2,129.25,1884.34,0
1659,2104,1.15,2,2,0,1,135.125,1364.32,0
1660,10710,0.95,2,3,1,2,111.625,1710.48,0
1661,14257,1.2,5,4,3,3,141,3869.28,0
1662,12350,1.2,4,3,1,3,141,3565.04,0
1663,12350,1.2,3,3,1,3,141,3205.76,0
1664,13693,10,5,2,2,3,1175,4458.72,0
1665,11578,1.2,2,3,1,3,141,2498.24,0
1666,16870,1.15,3,3,2,3,135.125,2930.46,0
1667,23303,1.15,4,5,1,3,135.125,3701.72,0
1668,10367,1.2,3,3,1,3,141,2718.54,0
1669,10872,1.2,3,2,1,3,141,2464.06,0
1670,13514,1.2,3,3,1,3,141,2841.8,0
1671,12878,1.15,3,3,1,2,135.125,2939.48,0
1672,15274,1.2,4,3,1,3,141,3901.84,0
1673,13262,1.15,4,4,1,3,135.125,2807.92,0
1674,9658,1.15,2,3,1,3,135.125,2248.64,0
1675,6904,1.1,2,2,1,2,129.25,2174.16,0
1676,5122,1.1,3,1,1,2,129.25,2130.42,0
1677,10307,1.15,3,2,1,2,135.125,2177.52,0
1678,14836,10,4,2,1,3,1175,4252.04,0
1679,15262,1.15,4,3,1,3,135.125,3522.5,0
1680,7390,1.2,3,2,1,2,141,2903.36,0
1681,6472,1.2,2,2,1,2,141,2018.76,0
1682,16770,1.15,3,3,1,3,135.125,2883.92,0
1683,3480,1.15,2,2,1,2,135.125,1921.92,0
1684,10928,1.15,3,3,1,2,135.125,1723.84,0
1685,8918,1.1,3,3,1,2,129.25,1737.64,0
1686,3182,1.15,2,2,1,2,135.125,1643.84,0
1687,9434,1.15,3,3,1,2,135.125,1545.52,0
1688,7984,1.15,3,3,1,2,135.125,1988.24,0
1689,10125,1.15,3,3,1,2,135.125,2061.28,0
1690,8965,1.15,4,3,1,2,135.125,1989.64,0
1691,8174,1.15,4,3,1,2,135.125,1814.2,0
1692,12891,1.15,4,4,1,3,135.125,2507.34,0
1693,9734,1.15,3,3,0,2,135.125,1601.88,0
1694,8433,1.1,4,3,1,2,129.25,2026.14,0
1695,7750,1.15,3,3,1,2,135.125,1537.52,0
1696,15896,1.15,4,4,1,3,135.125,3142.7,0
1697,7848,1.15,3,3,1,2,135.125,1537.52,0
1698,12720,1.15,4,4,2,3,135.125,3678.5,0
1699,10750,1.15,3,3,2,3,135.125,3390.08,0
1700,9085,1.15,4,3,1,2,135.125,3093,0
1701,11692,1.15,4,3,1,2,135.125,3015.32,0
1702,11194,1.15,2,3,0,3,135.125,2292.48,0
1703,10206,1.15,3,3,1,3,135.125,2237.28,0
1704,10130,1.15,3,3,1,3,135.125,2673.72,0
1705,9139,1.15,2,3,1,2,135.125,2189.1,0
1706,11128,1.2,3,2,2,3,141,4137.56,0
1707,7993,1.15,2,3,0,2,135.125,1934.88,0
1708,8640,1.15,2,3,0,2,135.125,2026.56,0
1709,12606,1.2,2,3,1,3,141,2202.88,0
1710,7500,1.15,2,2,1,2,135.125,1952.32,0
1711,10603,1.15,4,3,1,3,135.125,2422.4,0
1712,8125,1.15,2,3,1,2,135.125,2490.08,0
1713,10625,1.15,3,3,1,3,135.125,2814.28,0
1714,8736,1.15,3,3,0,2,135.125,2565.66,0
1715,8127,1.15,4,3,0,2,135.125,2055.76,0
1716,9605,1.15,2,3,0,2,135.125,1701.44,0
1717,7500,1.15,3,3,0,2,135.125,1595.32,0
1718,7500,1.1,2,3,0,0,129.25,1522.24,0
1719,10628,1.15,3,3,0,2,135.125,2212.04,0
1720,10141,1.15,2,3,0,3,135.125,2537.16,0
1721,13072,1.15,2,3,0,2,135.125,1666.24,0
1722,13072,0.95,2,3,0,0,111.625,1457.12,0
1723,12450,0.95,3,3,0,2,111.625,1743.76,0
1724,7328,1.15,2,2,0,3,135.125,1930.4,0
1725,11492,1.15,4,4,1,2,135.125,2653.42,0
1726,7703,1.1,3,3,0,2,129.25,2273.52,0
1727,7175,1.1,2,2,0,2,129.25,1752.96,0
1728,9109,1.15,4,3,0,2,135.125,2081.2,0
1729,10274,1.1,3,3,0,2,129.25,1740.22,0
1730,8250,1.1,2,4,2,2,129.25,1882,0
1731,9750,0.95,2,3,0,2,111.625,1600.48,0
1732,8499,0.95,2,3,0,2,111.625,1579.92,0
1733,9079,0.95,1,2,0,1,111.625,1500.8,0
1734,9316,0.95,2,3,0,1,111.625,1601.12,0
1735,7791,0.95,2,3,0,1,111.625,1379.52,0
1736,7150,0.95,2,3,0,1,111.625,1415.56,0
1737,15676,1.15,3,2,2,3,135.125,3703.2,0
1738,11949,1.15,4,3,1,2,135.125,2675.06,0
1739,2880,1.15,3,3,1,3,135.125,3531.88,0
1740,3830,1.1,3,2,1,2,129.25,2412.48,0
1741,4217,1.1,3,1,1,2,129.25,2038.88,0
1742,2998,1.1,4,2,0,2,129.25,1921.66,0
1743,3768,1.15,4,3,0,2,135.125,1859.34,0
1744,14694,1.15,3,2,1,2,135.125,3241.38,0
1745,15417,1.15,2,2,0,2,135.125,2622.1,0
1746,9600,1.15,3,4,1,2,135.125,2659.96,0
1747,12732,1.15,3,3,2,2,135.125,2704.32,0
1748,10400,1.1,3,5,1,2,129.25,3097.76,0
1749,9600,0.95,3,3,1,2,111.625,2143.12,0
1750,9000,1.1,2,3,0,1,129.25,1881.18,0
1751,13774,1.15,3,4,2,2,135.125,3045.76,0
1752,7130,0.95,2,2,0,1,111.625,1326.24,0
1753,9600,0.95,2,3,0,2,111.625,2141.44,0
1754,9600,1.15,4,4,1,2,135.125,2803.72,0
1755,16500,1.1,3,3,1,2,129.25,2008.04,0
1756,7436,0.9,2,2,1,2,105.75,1689.08,0
1757,8125,0.95,1,3,0,1,111.625,1242.94,0
1758,9450,0.9,2,3,1,3,105.75,1990.62,0
1759,13495,0.95,3,3,1,2,111.625,2381.48,0
1760,9350,0.95,3,3,1,2,111.625,2165.2,0
1761,10500,0.95,3,3,2,2,111.625,2073.88,0
1762,8970,0.95,3,4,1,2,111.625,2744.56,0
1763,11475,1.1,2,4,1,2,129.25,2161.76,0
1764,9768,0.95,2,2,0,1,111.625,1402.78,0
1765,9900,1.1,2,2,0,2,129.25,2842.62,0
1766,10573,1.1,3,3,1,2,129.25,2517.92,0
1767,14695,1.1,3,2,2,2,129.25,2769.14,0
1768,8760,0.95,2,3,0,1,111.625,1926.84,0
1769,12285,1.15,2,3,2,2,135.125,2064.72,0
1770,9240,1.1,3,3,0,1,129.25,1605.2,0
1771,8750,0.95,2,3,0,1,111.625,1888.74,0
1772,8750,0.95,2,3,0,1,111.625,2170.86,0
1773,10400,0.9,2,3,2,1,105.75,2118.1,0
1774,9482,0.95,2,4,0,2,111.625,2388.48,0
1775,8128,1.1,2,3,0,1,129.25,1525.96,0
1776,13070,0.95,1,2,0,2,111.625,1546.4,0
1777,8480,0.95,2,2,0,1,111.625,1253.04,0
1778,7626,0.95,2,2,0,1,111.625,1636.22,0
1779,9533,0.95,2,2,0,1,111.625,1431.12,0
1780,11419,1.15,3,3,1,2,135.125,2078.3,0
1781,9600,0.95,1,3,0,1,111.625,1749.24,0
1782,5470,0.85,1,2,0,1,99.875,1085.76,0
1783,10800,0.95,3,4,0,2,111.625,1773.6,0
1784,8146,0.9,1,2,0,1,105.75,1366.84,0
1785,10230,0.95,1,3,0,1,111.625,1440.32,0
1786,10410,0.9,2,3,1,2,105.75,3124.8,0
1787,7200,1.15,2,4,0,2,135.125,1945.36,0
1788,5400,0.8,2,2,0,0,94,780.28,0
1789,10800,0.95,1,2,0,2,111.625,1047.6,0
1790,10800,0.85,2,1,0,1,99.875,925.4,0
1791,9671,1.1,4,6,0,3,129.25,2893.44,0
1792,10143,1.1,2,3,0,1,129.25,2026.56,0
1793,11500,1.1,2,3,1,2,129.25,1785.36,0
1794,8010,1.1,2,2,0,2,129.25,1507.54,0
1795,10454,1.1,1,3,0,1,129.25,1600.04,0
1796,9000,1.1,1,2,1,1,129.25,1265.52,0
1797,8064,1.1,1,3,0,2,129.25,1705.34,0
1798,7350,0.95,1,3,0,1,111.625,1332.48,0
1799,7200,0.95,2,2,0,1,111.625,1240.24,0
1800,8000,0.95,2,3,0,1,111.625,1510.36,0
1801,10800,0.9,2,4,0,1,105.75,1857.16,0
1802,8064,1.1,1,3,0,2,129.25,1921.72,0
1803,7570,1.1,2,4,0,2,129.25,2068.4,0
1804,8604,0.95,2,2,0,2,111.625,1556.42,0
1805,7936,1.1,2,3,1,1,129.25,1618.44,0
1806,4080,1.1,1,3,0,1,129.25,1700.04,0
1807,10307,1.1,3,4,0,2,129.25,2602.5,0
1808,15660,0.95,2,3,0,2,111.625,1373.2,0
1809,9900,0.95,2,3,0,0,111.625,1760,0
1810,6406,0.95,2,3,1,2,111.625,2032.34,0
1811,7627,0.9,2,4,0,0,105.75,1999.24,0
1812,10134,0.95,1,3,0,0,111.625,1937.2,0
1813,6000,0.95,2,3,0,1,111.625,1683.2,0
1814,7404,0.9,1,2,0,2,105.75,1214.72,0
1815,5925,0.8,1,1,0,1,94,634,0
1816,8520,0.95,1,2,0,1,111.625,1038,0
1817,9600,0.9,2,3,0,2,105.75,1840.36,0
1818,8400,1.1,2,3,0,1,129.25,2451.76,0
1819,3600,1.1,2,3,1,1,129.25,1545.12,0
1820,3300,0.9,1,2,1,0,105.75,1017.12,0
1821,5400,1.1,1,3,0,1,129.25,1907.04,0
1822,9720,1.1,1,4,0,3,129.25,1937.92,0
1823,9392,0.85,1,2,0,0,99.875,977.12,0
1824,6615,1.1,1,3,1,1,129.25,1937.2,0
1825,4960,0.95,2,3,1,1,111.625,1941.32,0
1826,6000,0.95,1,3,0,1,111.625,1434.08,0
1827,6120,0.95,1,2,0,1,111.625,1320.68,0
1828,6120,0.95,2,3,1,1,111.625,2215.26,0
1829,8635,0.95,2,2,0,5,111.625,1510.12,0
1830,8094,1.1,2,3,0,2,129.25,2193.44,0
1831,9928,1.15,2,3,0,1,135.125,2169.92,0
1832,3000,0.95,2,4,0,0,111.625,2464,0
1833,6876,1.1,3,4,0,1,129.25,2496.52,0
1834,5775,1.1,1,3,0,1,129.25,1680,0
1835,5852,1.15,3,6,0,0,135.125,2447.22,0
1836,5160,1.1,1,3,0,1,129.25,2133.36,0
1837,5160,0.9,2,1,0,0,105.75,1596.72,0
1838,10320,1.1,3,3,0,1,129.25,2034.8,0
1839,4280,0.9,2,2,0,1,105.75,881.92,0
1840,10800,0.95,6,3,0,0,111.625,2020.8,0
1841,10547,0.95,4,2,0,1,111.625,1866.24,0
1842,9780,0.95,3,4,0,1,111.625,1275.8,0
1843,11625,0.95,2,3,1,1,111.625,1697.74,0
1844,8014,1.1,2,3,1,2,129.25,1316.72,0
1845,15400,0.95,2,4,1,1,111.625,2146.16,0
1846,15312,1.1,2,3,1,2,129.25,1740.56,0
1847,15584,0.95,3,4,1,1,111.625,2408.24,0
1848,9000,0.8,1,2,0,0,94,748,0
1849,15635,0.9,1,2,0,2,105.75,1528.2,0
1850,9571,0.95,2,2,0,1,111.625,1460.82,0
1851,9350,1.1,2,3,1,1,129.25,2004.44,0
1852,7440,0.95,2,3,1,1,111.625,1662.66,0
1853,4235,0.95,3,2,0,1,111.625,1748.02,0
1854,10778,1.15,3,1,0,2,135.125,1711.52,0
1855,19255,1.1,2,2,1,2,129.25,1660.4,0
1856,10560,1.15,4,3,1,2,135.125,2805,0
1857,26400,0.95,1,4,1,2,111.625,2016,0
1858,7018,0.95,2,6,0,2,111.625,2274.72,0
1859,7018,0.95,2,4,0,2,111.625,1535,0
1860,7040,0.95,4,2,2,2,111.625,1984.08,0
1861,7007,0.95,2,4,0,2,111.625,1513,0
1862,11855,1.15,8,6,2,4,135.125,3592.52,0
1863,7939,1.15,8,6,2,4,135.125,3592.52,0
1864,7976,1.15,8,6,2,4,135.125,3592.52,0
1865,10933,1.2,3,1,1,3,141,2600.14,0
1866,10816,1.2,3,3,1,3,141,2793.28,0
1867,9178,1.15,2,3,1,3,135.125,2115.52,0
1868,11422,1.15,3,3,2,2,135.125,3090.86,0
1869,6762,1.15,3,2,1,2,135.125,2063.16,0
1870,10324,1.15,3,2,0,3,135.125,2082.72,0
1871,11645,1.15,2,3,1,3,135.125,2096.16,0
1872,11646,1.1,3,3,1,2,129.25,1664.56,0
1873,16698,1.15,4,3,1,2,135.125,2687.12,0
1874,9757,0.95,2,3,0,1,111.625,1621.34,0
1875,14753,1.15,3,3,0,2,135.125,2260.44,0
1876,8750,1.1,4,3,1,2,129.25,2410.68,0
1877,10739,1.15,3,3,0,2,135.125,2396.9,0
1878,11166,1.15,2,3,1,2,135.125,2109.92,0
1879,16269,0.95,1,3,0,1,111.625,1419.54,0
1880,6950,0.95,2,2,0,2,111.625,1435.8,0
1881,11664,1.15,3,3,0,3,135.125,2711.96,0
1882,12334,1.15,3,4,1,2,135.125,2711.52,0
1883,8749,1.15,3,3,0,2,135.125,1998.6,0
1884,11250,1.15,3,3,0,2,135.125,2332.56,0
1885,15750,1.15,3,2,1,2,135.125,2459.6,0
1886,12782,1.15,3,3,1,2,135.125,3039.92,0
1887,8750,1.15,3,3,1,2,135.125,2300.1,0
1888,10200,1.15,3,3,1,3,135.125,2701.76,0
1889,11069,1.1,3,3,1,2,129.25,1659.04,0
1890,10682,0.9,2,3,0,1,105.75,1760.58,0
1891,3675,1.1,2,2,0,2,129.25,1433.54,0
1892,6410,0.9,1,3,0,1,105.75,1316.78,0
1893,11767,0.95,2,3,0,1,111.625,2254.84,0
1894,10926,0.95,2,6,0,0,111.625,2147.84,0
1895,11767,0.95,1,2,1,1,111.625,2067.64,0
1896,8212,0.95,1,3,2,1,111.625,1766.2,0
1897,6300,0.95,2,3,2,1,111.625,1832.24,0
1898,5707,1.1,2,3,1,1,129.25,1692.6,0
1899,8574,1.1,1,3,1,2,129.25,1618.88,0
1900,7155,1.15,1,3,1,1,135.125,1603.4,0
1901,13680,0.95,3,2,2,2,111.625,2198.52,0
1902,14680,0.95,1,2,0,1,111.625,2277.18,0
1903,8145,1.15,3,5,2,2,135.125,2871.4,0
1904,9100,0.95,2,2,1,1,111.625,1711.68,0
1905,13339,1.1,3,3,1,2,129.25,2508.08,0
1906,15600,0.95,3,3,1,1,111.625,2171.5,0
1907,17500,1.1,3,3,2,2,129.25,2848.06,0
1908,1733,1.1,1,2,1,2,129.25,1355.04,0
1909,1488,1.1,3,2,1,2,129.25,1658.86,0
1910,1612,1.1,2,2,1,2,129.25,1484.64,0
1911,13607,1.1,4,3,1,2,129.25,2642.12,0
1912,17597,1.15,3,3,2,2,135.125,3528.52,0
1913,8660,0.95,2,5,0,2,111.625,2876.32,0
1914,10200,0.9,1,2,0,1,105.75,795.52,0
1915,3843,1.15,4,2,1,2,135.125,2868.26,0
1916,21780,0.8,1,1,0,1,94,905.36,0
1917,10125,1.15,3,3,1,3,135.125,2805.46,0
1918,9750,1.1,2,2,1,1,129.25,1643.5,0
